Card,Category,Public URL,Card page,QR code
"BQ InForm VJ Lining","Interior Linings","https://buildquote.com.au/manufacturers/bq-inform/system-cards/cards/vj-lining/","cards/vj-lining/index.html","cards/vj-lining/qr-code.png"
