Card,Category,Public URL,Card page,QR code
"Timber Stud Wall Framing","Framing","https://buildquote.com.au/manufacturers/build-stage/system-cards/cards/timber-stud-wall-framing/","cards/timber-stud-wall-framing/index.html","cards/timber-stud-wall-framing/qr-code.png"
